user_id,gender,age,occupation
465,1,21,unemployed
466,1,30,customer service
467,0,40,clerical/admin
468,0,12,K-12 student
469,1,40,doctor/health care
470,0,12,K-12 student
471,1,40,executive/managerial
472,1,40,other
473,0,21,college/grad student
474,1,30,technician/engineer
475,0,30,artist
476,1,40,other
477,1,40,sales/marketing
478,1,53,self-employed
479,1,30,programmer
480,0,21,college/grad student
481,1,47,executive/managerial
482,1,30,sales/marketing
483,1,21,programmer
484,0,12,K-12 student
485,1,60,executive/managerial
486,1,60,other
487,0,40,technician/engineer
488,1,30,programmer
489,1,21,college/grad student
490,1,12,K-12 student
491,1,21,college/grad student
492,1,30,programmer
493,1,53,executive/managerial
494,0,40,other
495,1,21,K-12 student
496,1,21,college/grad student
497,0,30,technician/engineer
498,1,40,technician/engineer
499,0,30,academic/educator
500,0,21,artist
501,1,30,artist
502,1,40,doctor/health care
503,1,40,lawyer
504,1,30,artist
505,1,40,technician/engineer
506,1,30,self-employed
507,0,30,other
508,1,30,programmer
509,1,30,artist
510,1,21,programmer
511,0,47,college/grad student
512,1,40,other
513,1,30,other
514,1,30,artist
515,1,30,academic/educator
516,0,60,sales/marketing
517,0,30,sales/marketing
518,0,40,programmer
519,0,40,sales/marketing
520,0,40,writer
521,1,60,executive/managerial
522,1,30,programmer
523,1,53,executive/managerial
524,1,21,other
525,1,40,doctor/health care
526,1,47,technician/engineer
527,0,30,artist
528,0,21,technician/engineer
529,1,40,programmer
530,1,30,artist
531,0,21,sales/marketing
532,1,30,executive/managerial
533,1,30,programmer
534,1,30,scientist
535,1,40,doctor/health care
536,1,30,writer
537,1,47,sales/marketing
538,1,60,self-employed
539,1,30,artist
540,1,21,academic/educator
541,0,21,college/grad student
542,1,21,college/grad student
543,1,30,customer service
544,1,40,programmer
545,1,40,technician/engineer
546,0,30,other
547,1,40,programmer
548,0,40,self-employed
549,1,30,doctor/health care
550,1,47,farmer
551,1,40,writer
552,1,53,tradesman/craftsman
553,1,30,artist
554,1,30,programmer
555,1,21,college/grad student
556,0,30,homemaker
557,1,60,academic/educator
558,1,40,writer
559,0,30,executive/managerial
560,1,47,scientist
561,0,21,sales/marketing
562,1,40,writer
563,1,30,college/grad student
564,1,47,academic/educator
565,1,30,self-employed
566,1,30,technician/engineer
567,1,40,writer
568,0,53,technician/engineer
569,0,21,college/grad student
570,1,30,college/grad student
571,1,53,customer service
572,1,21,college/grad student
573,0,40,artist
574,1,30,unemployed
575,1,30,programmer
576,0,47,scientist
577,1,40,other
578,1,21,technician/engineer
579,1,30,customer service
580,1,12,K-12 student
581,1,53,sales/marketing
582,1,21,college/grad student
583,0,30,other
584,0,30,other
585,1,21,academic/educator
586,1,40,sales/marketing
587,1,30,writer
588,0,30,lawyer
589,1,21,artist
590,0,40,doctor/health care
591,1,30,other
592,1,21,other
593,0,53,academic/educator
594,0,60,retired
595,1,30,executive/managerial
596,0,30,academic/educator
597,1,40,programmer
598,1,40,executive/managerial
599,1,53,doctor/health care
600,1,40,technician/engineer
601,0,21,writer
602,0,60,doctor/health care
603,0,30,doctor/health care
604,1,47,technician/engineer
605,0,21,college/grad student
606,0,12,K-12 student
607,1,30,other
608,1,21,college/grad student
609,1,30,executive/managerial
610,1,30,college/grad student
611,1,40,other
612,1,53,executive/managerial
613,1,40,writer
614,1,40,academic/educator
615,1,53,technician/engineer
616,1,30,executive/managerial
617,0,30,executive/managerial
618,1,30,other
619,0,21,academic/educator
620,1,21,other
621,1,21,college/grad student
622,1,30,other
623,1,30,technician/engineer
624,1,30,academic/educator
625,0,40,programmer
626,1,21,college/grad student
627,1,53,artist
628,0,40,other
629,0,12,K-12 student
630,0,40,sales/marketing
631,1,40,technician/engineer
632,1,47,technician/engineer
633,1,30,technician/engineer
634,0,12,K-12 student
635,1,60,technician/engineer
636,1,21,writer
637,1,40,programmer
638,1,30,doctor/health care
639,1,47,technician/engineer
640,1,21,college/grad student
641,0,40,other
642,0,40,academic/educator
643,1,30,artist
644,1,30,writer
645,1,40,writer
646,1,40,executive/managerial
647,1,40,programmer
648,0,30,programmer
649,1,30,college/grad student
650,1,30,technician/engineer
651,1,40,executive/managerial
652,1,21,writer
653,1,60,retired
654,1,53,executive/managerial
655,0,30,artist
656,0,47,self-employed
657,0,53,retired
658,0,30,other
659,0,30,other
660,1,47,self-employed
661,1,47,academic/educator
662,1,21,college/grad student
663,0,30,executive/managerial
664,1,40,tradesman/craftsman
665,1,21,artist
666,0,21,other
667,1,30,tradesman/craftsman
668,0,30,clerical/admin
669,1,30,technician/engineer
670,1,30,programmer
671,1,21,college/grad student
672,1,40,executive/managerial
673,1,30,writer
674,1,30,technician/engineer
675,1,30,writer
676,1,21,self-employed
677,1,53,artist
678,1,30,other
679,1,40,self-employed
680,1,30,programmer
681,1,40,executive/managerial
682,1,30,college/grad student
683,1,30,college/grad student
684,1,30,college/grad student
685,1,30,college/grad student
686,1,21,college/grad student
687,0,30,executive/managerial
688,1,60,retired
689,0,53,other
690,1,30,programmer
691,1,40,lawyer
692,0,30,other
693,1,40,programmer
694,1,21,college/grad student
695,0,21,academic/educator
696,1,30,programmer
697,0,53,doctor/health care
698,1,21,college/grad student
699,1,21,other
700,1,53,technician/engineer
701,0,21,college/grad student
702,1,40,executive/managerial
703,0,60,academic/educator
704,0,40,farmer
705,1,30,college/grad student
706,1,40,writer
707,1,40,executive/managerial
708,1,30,other
709,1,21,other
710,1,30,writer
711,1,30,tradesman/craftsman
712,1,30,other
713,1,40,executive/managerial
714,1,21,college/grad student
715,1,21,other
716,1,21,college/grad student
717,1,30,lawyer
718,1,21,artist
719,1,12,other
720,1,21,other
721,0,40,homemaker
722,1,30,programmer
723,1,30,programmer
724,1,53,retired
725,1,60,lawyer
726,0,30,homemaker
727,1,40,lawyer
728,1,30,doctor/health care
729,1,40,programmer
730,1,30,other
731,1,47,clerical/admin
732,1,30,executive/managerial
733,1,40,self-employed
734,1,30,executive/managerial
735,1,30,sales/marketing
736,1,21,programmer
737,1,12,unemployed
738,1,21,technician/engineer
739,1,40,programmer
740,1,30,sales/marketing
741,1,30,customer service
742,1,21,other
743,0,12,artist
744,1,30,technician/engineer
745,1,12,K-12 student
746,0,21,unemployed
747,1,21,college/grad student
748,1,30,other
749,1,40,tradesman/craftsman
750,0,40,homemaker
751,0,30,technician/engineer
752,0,30,clerical/admin
753,1,12,K-12 student
754,1,40,executive/managerial
755,0,40,other
756,1,40,other
757,1,30,programmer
758,1,40,executive/managerial
759,0,60,clerical/admin
760,1,60,scientist
761,1,21,executive/managerial
762,1,12,K-12 student
763,1,21,K-12 student
764,1,21,writer
765,1,30,technician/engineer
766,0,30,executive/managerial
767,1,30,programmer
768,1,30,programmer
769,1,47,technician/engineer
770,1,21,college/grad student
771,0,53,academic/educator
772,1,21,programmer
773,1,30,doctor/health care
774,1,21,college/grad student
775,1,12,technician/engineer
776,0,30,clerical/admin
777,1,21,unemployed
778,1,21,technician/engineer
779,1,30,other
780,1,30,technician/engineer
781,1,21,college/grad student
782,1,60,academic/educator
783,1,30,college/grad student
784,1,21,other
785,1,21,unemployed
786,1,30,other
787,1,21,college/grad student
788,1,30,other
789,1,21,academic/educator
790,1,30,technician/engineer
791,1,40,executive/managerial
792,1,30,technician/engineer
793,0,40,sales/marketing
794,1,53,writer
795,0,40,sales/marketing
796,1,53,doctor/health care
797,0,53,executive/managerial
798,0,30,writer
799,0,30,customer service
800,0,40,programmer
801,0,30,writer
802,1,30,self-employed
803,1,21,college/grad student
804,1,30,writer
805,1,40,programmer
806,1,40,other
807,1,21,college/grad student
808,1,30,executive/managerial
809,1,30,technician/engineer
810,1,30,programmer
811,1,53,other
812,1,30,doctor/health care
813,1,21,college/grad student
814,0,21,college/grad student
815,1,30,college/grad student
816,1,47,other
817,1,21,college/grad student
818,1,21,college/grad student
819,1,40,executive/managerial
820,1,40,executive/managerial
821,1,21,artist
822,0,30,academic/educator
823,1,30,other
824,1,40,programmer
825,1,60,academic/educator
826,0,40,academic/educator
827,1,47,artist
828,1,21,college/grad student
829,1,12,unemployed
830,1,40,executive/managerial
831,0,47,other
832,1,21,artist
833,1,40,executive/managerial
834,0,40,programmer
835,1,60,other
836,1,30,lawyer
837,1,60,executive/managerial
838,1,53,technician/engineer
839,1,30,other
840,0,30,clerical/admin
841,0,53,sales/marketing
842,0,21,other
843,1,30,executive/managerial
844,1,30,other
845,0,21,other
846,1,30,customer service
847,0,30,executive/managerial
848,1,30,scientist
849,1,30,clerical/admin
850,1,40,other
851,1,21,college/grad student
852,1,30,customer service
853,1,30,technician/engineer
854,0,30,self-employed
855,0,21,artist
856,0,47,doctor/health care
857,1,40,technician/engineer
858,1,40,sales/marketing
859,1,30,programmer
860,1,21,other
861,1,30,executive/managerial
862,1,40,executive/managerial
863,1,30,executive/managerial
864,0,30,other
865,1,40,academic/educator
866,1,12,K-12 student
867,1,47,programmer
868,1,53,technician/engineer
869,1,21,writer
870,0,30,academic/educator
871,1,12,K-12 student
872,1,53,academic/educator
873,1,60,doctor/health care
874,1,47,scientist
875,1,12,K-12 student
876,1,30,college/grad student
877,1,30,other
878,1,21,artist
879,1,47,self-employed
880,1,40,technician/engineer
881,1,21,sales/marketing
882,1,21,artist
883,0,40,sales/marketing
884,1,12,K-12 student
885,1,40,other
886,0,60,other
887,0,60,self-employed
888,0,12,K-12 student
889,1,47,writer
890,1,21,college/grad student
891,1,30,academic/educator
892,1,40,other
893,0,53,doctor/health care
894,1,21,college/grad student
895,1,53,academic/educator
896,1,21,scientist
897,1,30,doctor/health care
898,1,30,executive/managerial
899,0,30,academic/educator
900,0,60,retired
901,0,60,other
902,1,60,other
903,1,60,retired
904,1,40,writer
905,0,47,programmer
906,1,12,K-12 student
907,0,47,doctor/health care
908,0,53,academic/educator
909,1,47,executive/managerial
910,0,53,other
911,1,53,other
912,0,40,artist
913,1,30,other
914,0,40,homemaker
915,1,30,executive/managerial
916,0,30,academic/educator
917,1,53,doctor/health care
918,0,47,academic/educator
919,0,40,academic/educator
920,1,21,college/grad student
921,1,30,technician/engineer
922,1,60,self-employed
923,1,30,executive/managerial
924,1,53,technician/engineer
925,0,40,clerical/admin
926,1,12,K-12 student
927,0,30,writer
928,0,60,self-employed
929,1,30,scientist
930,1,30,customer service
931,0,60,academic/educator
932,0,40,doctor/health care
933,1,47,academic/educator
934,0,40,executive/managerial
935,1,40,sales/marketing
936,1,21,college/grad student
937,1,30,scientist
938,0,30,academic/educator
939,0,30,writer
940,1,12,K-12 student
941,1,21,writer
942,0,53,doctor/health care
943,0,47,programmer
944,1,40,other
945,1,47,executive/managerial
946,1,40,executive/managerial
947,1,21,other
948,1,60,programmer
949,1,53,technician/engineer
950,1,40,executive/managerial
951,1,47,artist
952,1,60,self-employed
953,1,53,writer
954,0,30,other
955,0,53,executive/managerial
956,1,40,academic/educator
957,1,40,academic/educator
958,1,40,artist
959,1,53,lawyer
960,1,12,K-12 student
961,1,21,K-12 student
962,0,30,academic/educator
963,1,30,other
964,1,30,executive/managerial
965,1,60,executive/managerial
966,1,60,artist
967,0,21,other
968,1,53,programmer
969,0,30,lawyer
970,1,30,other
971,1,30,programmer
972,1,47,academic/educator
973,0,30,academic/educator
974,1,40,unemployed
975,1,40,other
976,1,40,sales/marketing
977,1,30,artist
978,1,21,other
979,1,12,K-12 student
980,1,30,doctor/health care
981,1,30,writer
982,0,30,homemaker
983,0,30,self-employed
984,1,53,self-employed
985,1,30,college/grad student
986,0,60,other
987,0,40,technician/engineer
988,1,53,lawyer
989,1,53,other
990,1,21,doctor/health care
991,0,30,homemaker
992,0,40,clerical/admin
993,1,30,other
994,1,21,artist
995,0,21,college/grad student
996,1,30,technician/engineer
997,1,12,unemployed
998,1,47,writer
999,1,30,scientist
1000,0,30,doctor/health care
1001,1,30,college/grad student
1002,1,53,lawyer
1003,1,30,artist
1004,1,30,clerical/admin
1005,1,40,lawyer
1006,1,21,college/grad student
1007,1,53,programmer
1008,1,40,clerical/admin
1009,1,53,executive/managerial
1010,1,30,other
1011,1,30,farmer
1012,0,40,academic/educator
1013,1,60,retired
1014,0,47,technician/engineer
1015,1,40,clerical/admin
1016,1,60,self-employed
1017,1,40,other
1018,1,21,college/grad student
1019,1,40,academic/educator
1020,1,21,writer
1021,1,40,other
1022,1,30,clerical/admin
1023,1,60,retired
1024,0,40,academic/educator
1025,1,30,self-employed
1026,0,47,other
1027,1,21,college/grad student
1028,0,47,executive/managerial
1029,1,30,other
1030,1,30,executive/managerial
1031,1,40,self-employed
1032,1,53,self-employed
1033,1,30,customer service
1034,0,40,academic/educator
1035,1,21,artist
1036,1,40,executive/managerial
1037,1,47,executive/managerial
1038,0,60,scientist
1039,0,40,academic/educator
1040,1,30,lawyer
1041,1,47,artist
1042,1,40,customer service
1043,0,53,lawyer
1044,1,30,writer
1045,0,12,K-12 student
1046,1,60,tradesman/craftsman
1047,1,21,other
1048,1,40,doctor/health care
1049,1,47,sales/marketing
1050,1,30,academic/educator
1051,0,30,other
1052,0,40,artist
1053,1,40,other
1054,1,12,K-12 student
1055,1,40,other
1056,1,12,other
1057,1,47,technician/engineer
1058,1,30,academic/educator
1059,0,30,other
1060,1,21,K-12 student
1061,1,47,other
1062,1,53,unemployed
1063,1,40,executive/managerial
1064,1,30,executive/managerial
1065,0,30,other
1066,1,47,programmer
1067,1,40,programmer
1068,0,21,college/grad student
1069,1,30,writer
1070,0,47,artist
1071,1,53,self-employed
1072,0,40,executive/managerial
1073,0,30,doctor/health care
1074,1,47,technician/engineer
1075,0,30,doctor/health care
1076,0,30,clerical/admin
1077,1,30,clerical/admin
1078,0,47,homemaker
1079,1,30,executive/managerial
1080,1,60,executive/managerial
1081,1,21,college/grad student
1082,1,47,executive/managerial
1083,1,60,other
1084,1,12,unemployed
1085,1,30,executive/managerial
1086,1,21,college/grad student
1087,1,30,self-employed
1088,0,12,K-12 student
1089,1,40,doctor/health care
1090,1,30,executive/managerial
1091,1,21,customer service
1092,0,21,college/grad student
1093,1,53,sales/marketing
1094,0,21,other
1095,0,60,doctor/health care
1096,1,12,K-12 student
1097,1,21,technician/engineer
1098,1,40,executive/managerial
1099,1,30,technician/engineer
1100,1,30,other
1101,1,40,academic/educator
1102,1,21,academic/educator
1103,0,47,executive/managerial
1104,1,40,lawyer
1105,1,40,doctor/health care
1106,1,21,college/grad student
1107,0,53,academic/educator
1108,1,60,academic/educator
1109,1,21,K-12 student
1110,0,60,doctor/health care
1111,0,53,self-employed
1112,1,21,doctor/health care
1113,1,21,college/grad student
1114,0,21,homemaker
1115,0,30,academic/educator
1116,1,30,scientist
1117,1,21,sales/marketing
1118,1,53,retired
1119,1,40,academic/educator
1120,1,21,college/grad student
1121,1,60,executive/managerial
1122,1,60,sales/marketing
1123,1,53,other
1124,1,30,artist
1125,0,21,college/grad student
1126,1,60,self-employed
1127,1,30,other
1128,1,30,academic/educator
1129,1,40,technician/engineer
1130,1,21,executive/managerial
1131,1,60,retired
1132,1,21,programmer
1133,1,21,artist
1134,1,21,writer
1135,1,53,retired
1136,0,40,executive/managerial
1137,1,21,college/grad student
1138,1,21,programmer
1139,1,30,academic/educator
1140,0,47,artist
1141,0,30,clerical/admin
1142,1,21,academic/educator
1143,1,53,executive/managerial
1144,1,30,executive/managerial
1145,1,53,clerical/admin
1146,0,21,self-employed
1147,1,30,writer
1148,1,40,technician/engineer
1149,1,30,programmer
1150,0,30,writer
1151,1,30,scientist
1152,1,21,college/grad student
1153,1,21,K-12 student
1154,0,12,K-12 student
1155,1,30,programmer
1156,0,53,artist
1157,1,47,executive/managerial
1158,0,40,academic/educator
1159,1,21,other
1160,1,21,sales/marketing
1161,1,30,other
1162,0,40,other
1163,1,12,K-12 student
1164,0,30,unemployed
1165,1,30,programmer
1166,1,60,doctor/health care
1167,0,53,academic/educator
1168,0,30,other
1169,1,30,writer
1170,1,60,clerical/admin
1171,1,47,programmer
1172,0,30,other
1173,0,30,executive/managerial
1174,0,21,self-employed
1175,0,30,artist
1176,1,60,academic/educator
1177,0,30,technician/engineer
1178,1,60,other
1179,1,53,academic/educator
1180,0,53,writer
1181,1,40,executive/managerial
1182,1,12,K-12 student
1183,1,40,unemployed
1184,0,30,college/grad student
1185,0,40,academic/educator
1186,1,21,unemployed
1187,0,12,other
1188,1,47,executive/managerial
1189,1,30,other
1190,1,47,other
1191,0,40,other
1192,1,53,self-employed
1193,1,30,programmer
1194,0,30,academic/educator
1195,0,12,K-12 student
1196,0,21,sales/marketing
1197,1,40,academic/educator
1198,1,12,K-12 student
1199,1,53,retired
1200,1,12,other
1201,1,21,college/grad student
1202,1,40,programmer
1203,0,30,academic/educator
1204,1,30,executive/managerial
1205,0,60,other
1206,0,53,executive/managerial
1207,1,53,other
1208,1,30,other
1209,1,40,executive/managerial
1210,1,30,technician/engineer
1211,1,21,college/grad student
1212,0,53,academic/educator
1213,1,53,other
1214,1,60,retired
1215,1,40,technician/engineer
1216,1,30,artist
1217,1,30,programmer
1218,1,60,scientist
1219,1,30,executive/managerial
1220,1,12,K-12 student
1221,1,21,other
1222,1,40,other
1223,1,30,artist
1224,1,53,retired
1225,1,47,executive/managerial
1226,1,21,writer
1227,1,53,academic/educator
1228,1,30,academic/educator
1229,0,30,college/grad student
1230,1,30,lawyer
1231,1,30,programmer
1232,0,21,college/grad student
1233,0,47,writer
