user_id,gender,age,occupation
457,M,21,college/grad student
458,M,53,self-employed
459,F,21,college/grad student
460,M,47,tradesman/craftsman
461,M,53,executive/managerial
462,M,21,self-employed
463,M,30,executive/managerial
464,F,21,college/grad student
465,M,21,unemployed
466,M,30,customer service
467,F,40,clerical/admin
468,F,12,K-12 student
469,M,40,doctor/health care
470,F,12,K-12 student
471,M,40,executive/managerial
472,M,40,other
473,F,21,college/grad student
474,M,30,technician/engineer
475,F,30,artist
476,M,40,other
477,M,40,sales/marketing
478,M,53,self-employed
479,M,30,programmer
480,F,21,college/grad student
481,M,47,executive/managerial
482,M,30,sales/marketing
483,M,21,programmer
484,F,12,K-12 student
485,M,60,executive/managerial
486,M,60,other
487,F,40,technician/engineer
488,M,30,programmer
489,M,21,college/grad student
490,M,12,K-12 student
491,M,21,college/grad student
492,M,30,programmer
493,M,53,executive/managerial
494,F,40,other
495,M,21,K-12 student
496,M,21,college/grad student
497,F,30,technician/engineer
498,M,40,technician/engineer
499,F,30,academic/educator
500,F,21,artist
501,M,30,artist
502,M,40,doctor/health care
503,M,40,lawyer
504,M,30,artist
505,M,40,technician/engineer
506,M,30,self-employed
507,F,30,other
508,M,30,programmer
509,M,30,artist
510,M,21,programmer
511,F,47,college/grad student
512,M,40,other
513,M,30,other
514,M,30,artist
515,M,30,academic/educator
516,F,60,sales/marketing
517,F,30,sales/marketing
518,F,40,programmer
519,F,40,sales/marketing
520,F,40,writer
521,M,60,executive/managerial
522,M,30,programmer
523,M,53,executive/managerial
524,M,21,other
525,M,40,doctor/health care
526,M,47,technician/engineer
527,F,30,artist
528,F,21,technician/engineer
529,M,40,programmer
530,M,30,artist
531,F,21,sales/marketing
532,M,30,executive/managerial
533,M,30,programmer
534,M,30,scientist
535,M,40,doctor/health care
536,M,30,writer
537,M,47,sales/marketing
538,M,60,self-employed
539,M,30,artist
540,M,21,academic/educator
541,F,21,college/grad student
542,M,21,college/grad student
543,M,30,customer service
544,M,40,programmer
545,M,40,technician/engineer
546,F,30,other
547,M,40,programmer
548,F,40,self-employed
549,M,30,doctor/health care
550,M,47,farmer
551,M,40,writer
552,M,53,tradesman/craftsman
553,M,30,artist
554,M,30,programmer
555,M,21,college/grad student
556,F,30,homemaker
557,M,60,academic/educator
558,M,40,writer
559,F,30,executive/managerial
560,M,47,scientist
561,F,21,sales/marketing
562,M,40,writer
563,M,30,college/grad student
564,M,47,academic/educator
565,M,30,self-employed
566,M,30,technician/engineer
567,M,40,writer
568,F,53,technician/engineer
569,F,21,college/grad student
570,M,30,college/grad student
571,M,53,customer service
572,M,21,college/grad student
573,F,40,artist
574,M,30,unemployed
575,M,30,programmer
576,F,47,scientist
577,M,40,other
578,M,21,technician/engineer
579,M,30,customer service
580,M,12,K-12 student
581,M,53,sales/marketing
582,M,21,college/grad student
583,F,30,other
584,F,30,other
585,M,21,academic/educator
586,M,40,sales/marketing
587,M,30,writer
588,F,30,lawyer
589,M,21,artist
590,F,40,doctor/health care
591,M,30,other
592,M,21,other
593,F,53,academic/educator
594,F,60,retired
595,M,30,executive/managerial
596,F,30,academic/educator
597,M,40,programmer
598,M,40,executive/managerial
599,M,53,doctor/health care
600,M,40,technician/engineer
601,F,21,writer
602,F,60,doctor/health care
603,F,30,doctor/health care
604,M,47,technician/engineer
605,F,21,college/grad student
606,F,12,K-12 student
607,M,30,other
608,M,21,college/grad student
609,M,30,executive/managerial
610,M,30,college/grad student
611,M,40,other
612,M,53,executive/managerial
613,M,40,writer
614,M,40,academic/educator
615,M,53,technician/engineer
616,M,30,executive/managerial
617,F,30,executive/managerial
618,M,30,other
619,F,21,academic/educator
620,M,21,other
621,M,21,college/grad student
622,M,30,other
623,M,30,technician/engineer
624,M,30,academic/educator
625,F,40,programmer
626,M,21,college/grad student
627,M,53,artist
628,F,40,other
629,F,12,K-12 student
630,F,40,sales/marketing
631,M,40,technician/engineer
632,M,47,technician/engineer
633,M,30,technician/engineer
634,F,12,K-12 student
635,M,60,technician/engineer
636,M,21,writer
637,M,40,programmer
638,M,30,doctor/health care
639,M,47,technician/engineer
640,M,21,college/grad student
641,F,40,other
642,F,40,academic/educator
643,M,30,artist
644,M,30,writer
645,M,40,writer
646,M,40,executive/managerial
647,M,40,programmer
648,F,30,programmer
649,M,30,college/grad student
650,M,30,technician/engineer
651,M,40,executive/managerial
652,M,21,writer
653,M,60,retired
654,M,53,executive/managerial
655,F,30,artist
656,F,47,self-employed
657,F,53,retired
658,F,30,other
659,F,30,other
660,M,47,self-employed
661,M,47,academic/educator
662,M,21,college/grad student
663,F,30,executive/managerial
664,M,40,tradesman/craftsman
665,M,21,artist
666,F,21,other
667,M,30,tradesman/craftsman
668,F,30,clerical/admin
669,M,30,technician/engineer
670,M,30,programmer
671,M,21,college/grad student
672,M,40,executive/managerial
673,M,30,writer
674,M,30,technician/engineer
675,M,30,writer
676,M,21,self-employed
677,M,53,artist
678,M,30,other
679,M,40,self-employed
680,M,30,programmer
681,M,40,executive/managerial
682,M,30,college/grad student
683,M,30,college/grad student
684,M,30,college/grad student
685,M,30,college/grad student
686,M,21,college/grad student
687,F,30,executive/managerial
688,M,60,retired
689,F,53,other
690,M,30,programmer
691,M,40,lawyer
692,F,30,other
693,M,40,programmer
694,M,21,college/grad student
695,F,21,academic/educator
696,M,30,programmer
697,F,53,doctor/health care
698,M,21,college/grad student
699,M,21,other
700,M,53,technician/engineer
701,F,21,college/grad student
702,M,40,executive/managerial
703,F,60,academic/educator
704,F,40,farmer
705,M,30,college/grad student
706,M,40,writer
707,M,40,executive/managerial
708,M,30,other
709,M,21,other
710,M,30,writer
711,M,30,tradesman/craftsman
712,M,30,other
713,M,40,executive/managerial
714,M,21,college/grad student
715,M,21,other
716,M,21,college/grad student
717,M,30,lawyer
718,M,21,artist
719,M,12,other
720,M,21,other
721,F,40,homemaker
722,M,30,programmer
723,M,30,programmer
724,M,53,retired
725,M,60,lawyer
726,F,30,homemaker
727,M,40,lawyer
728,M,30,doctor/health care
729,M,40,programmer
730,M,30,other
731,M,47,clerical/admin
732,M,30,executive/managerial
733,M,40,self-employed
734,M,30,executive/managerial
735,M,30,sales/marketing
736,M,21,programmer
737,M,12,unemployed
738,M,21,technician/engineer
739,M,40,programmer
740,M,30,sales/marketing
741,M,30,customer service
742,M,21,other
743,F,12,artist
744,M,30,technician/engineer
745,M,12,K-12 student
746,F,21,unemployed
747,M,21,college/grad student
748,M,30,other
749,M,40,tradesman/craftsman
750,F,40,homemaker
751,F,30,technician/engineer
752,F,30,clerical/admin
753,M,12,K-12 student
754,M,40,executive/managerial
755,F,40,other
756,M,40,other
757,M,30,programmer
758,M,40,executive/managerial
759,F,60,clerical/admin
760,M,60,scientist
761,M,21,executive/managerial
762,M,12,K-12 student
763,M,21,K-12 student
764,M,21,writer
765,M,30,technician/engineer
766,F,30,executive/managerial
767,M,30,programmer
768,M,30,programmer
769,M,47,technician/engineer
770,M,21,college/grad student
771,F,53,academic/educator
772,M,21,programmer
773,M,30,doctor/health care
774,M,21,college/grad student
775,M,12,technician/engineer
776,F,30,clerical/admin
777,M,21,unemployed
778,M,21,technician/engineer
779,M,30,other
780,M,30,technician/engineer
781,M,21,college/grad student
782,M,60,academic/educator
783,M,30,college/grad student
784,M,21,other
785,M,21,unemployed
786,M,30,other
787,M,21,college/grad student
788,M,30,other
789,M,21,academic/educator
790,M,30,technician/engineer
791,M,40,executive/managerial
792,M,30,technician/engineer
793,F,40,sales/marketing
794,M,53,writer
795,F,40,sales/marketing
796,M,53,doctor/health care
797,F,53,executive/managerial
798,F,30,writer
799,F,30,customer service
800,F,40,programmer
801,F,30,writer
802,M,30,self-employed
803,M,21,college/grad student
804,M,30,writer
805,M,40,programmer
806,M,40,other
807,M,21,college/grad student
808,M,30,executive/managerial
809,M,30,technician/engineer
810,M,30,programmer
811,M,53,other
812,M,30,doctor/health care
813,M,21,college/grad student
814,F,21,college/grad student
815,M,30,college/grad student
816,M,47,other
817,M,21,college/grad student
818,M,21,college/grad student
819,M,40,executive/managerial
820,M,40,executive/managerial
821,M,21,artist
822,F,30,academic/educator
823,M,30,other
824,M,40,programmer
825,M,60,academic/educator
826,F,40,academic/educator
827,M,47,artist
828,M,21,college/grad student
829,M,12,unemployed
830,M,40,executive/managerial
831,F,47,other
832,M,21,artist
833,M,40,executive/managerial
834,F,40,programmer
835,M,60,other
836,M,30,lawyer
837,M,60,executive/managerial
838,M,53,technician/engineer
839,M,30,other
840,F,30,clerical/admin
841,F,53,sales/marketing
842,F,21,other
843,M,30,executive/managerial
844,M,30,other
845,F,21,other
846,M,30,customer service
847,F,30,executive/managerial
848,M,30,scientist
849,M,30,clerical/admin
850,M,40,other
851,M,21,college/grad student
852,M,30,customer service
853,M,30,technician/engineer
854,F,30,self-employed
855,F,21,artist
856,F,47,doctor/health care
857,M,40,technician/engineer
858,M,40,sales/marketing
859,M,30,programmer
860,M,21,other
861,M,30,executive/managerial
862,M,40,executive/managerial
863,M,30,executive/managerial
864,F,30,other
865,M,40,academic/educator
866,M,12,K-12 student
867,M,47,programmer
868,M,53,technician/engineer
869,M,21,writer
870,F,30,academic/educator
871,M,12,K-12 student
872,M,53,academic/educator
873,M,60,doctor/health care
874,M,47,scientist
875,M,12,K-12 student
876,M,30,college/grad student
877,M,30,other
878,M,21,artist
879,M,47,self-employed
880,M,40,technician/engineer
881,M,21,sales/marketing
882,M,21,artist
883,F,40,sales/marketing
884,M,12,K-12 student
885,M,40,other
886,F,60,other
887,F,60,self-employed
888,F,12,K-12 student
889,M,47,writer
890,M,21,college/grad student
891,M,30,academic/educator
892,M,40,other
893,F,53,doctor/health care
894,M,21,college/grad student
895,M,53,academic/educator
896,M,21,scientist
897,M,30,doctor/health care
898,M,30,executive/managerial
899,F,30,academic/educator
900,F,60,retired
901,F,60,other
902,M,60,other
903,M,60,retired
904,M,40,writer
905,F,47,programmer
906,M,12,K-12 student
907,F,47,doctor/health care
908,F,53,academic/educator
909,M,47,executive/managerial
910,F,53,other
911,M,53,other
912,F,40,artist
913,M,30,other
914,F,40,homemaker
915,M,30,executive/managerial
916,F,30,academic/educator
917,M,53,doctor/health care
918,F,47,academic/educator
919,F,40,academic/educator
920,M,21,college/grad student
921,M,30,technician/engineer
922,M,60,self-employed
923,M,30,executive/managerial
924,M,53,technician/engineer
925,F,40,clerical/admin
926,M,12,K-12 student
927,F,30,writer
928,F,60,self-employed
929,M,30,scientist
930,M,30,customer service
931,F,60,academic/educator
932,F,40,doctor/health care
933,M,47,academic/educator
934,F,40,executive/managerial
935,M,40,sales/marketing
936,M,21,college/grad student
937,M,30,scientist
938,F,30,academic/educator
939,F,30,writer
940,M,12,K-12 student
941,M,21,writer
942,F,53,doctor/health care
943,F,47,programmer
944,M,40,other
945,M,47,executive/managerial
946,M,40,executive/managerial
947,M,21,other
948,M,60,programmer
949,M,53,technician/engineer
950,M,40,executive/managerial
951,M,47,artist
952,M,60,self-employed
953,M,53,writer
954,F,30,other
955,F,53,executive/managerial
956,M,40,academic/educator
957,M,40,academic/educator
958,M,40,artist
959,M,53,lawyer
960,M,12,K-12 student
961,M,21,K-12 student
962,F,30,academic/educator
963,M,30,other
964,M,30,executive/managerial
965,M,60,executive/managerial
966,M,60,artist
967,F,21,other
968,M,53,programmer
969,F,30,lawyer
970,M,30,other
971,M,30,programmer
972,M,47,academic/educator
973,F,30,academic/educator
974,M,40,unemployed
975,M,40,other
976,M,40,sales/marketing
977,M,30,artist
978,M,21,other
979,M,12,K-12 student
980,M,30,doctor/health care
981,M,30,writer
982,F,30,homemaker
983,F,30,self-employed
984,M,53,self-employed
985,M,30,college/grad student
986,F,60,other
987,F,40,technician/engineer
988,M,53,lawyer
989,M,53,other
990,M,21,doctor/health care
991,F,30,homemaker
992,F,40,clerical/admin
993,M,30,other
994,M,21,artist
995,F,21,college/grad student
996,M,30,technician/engineer
997,M,12,unemployed
998,M,47,writer
999,M,30,scientist
1000,F,30,doctor/health care
1001,M,30,college/grad student
1002,M,53,lawyer
1003,M,30,artist
1004,M,30,clerical/admin
1005,M,40,lawyer
1006,M,21,college/grad student
1007,M,53,programmer
1008,M,40,clerical/admin
1009,M,53,executive/managerial
1010,M,30,other
1011,M,30,farmer
1012,F,40,academic/educator
1013,M,60,retired
1014,F,47,technician/engineer
1015,M,40,clerical/admin
1016,M,60,self-employed
1017,M,40,other
1018,M,21,college/grad student
1019,M,40,academic/educator
1020,M,21,writer
1021,M,40,other
1022,M,30,clerical/admin
1023,M,60,retired
1024,F,40,academic/educator
1025,M,30,self-employed
1026,F,47,other
1027,M,21,college/grad student
1028,F,47,executive/managerial
1029,M,30,other
1030,M,30,executive/managerial
1031,M,40,self-employed
1032,M,53,self-employed
1033,M,30,customer service
1034,F,40,academic/educator
1035,M,21,artist
1036,M,40,executive/managerial
1037,M,47,executive/managerial
1038,F,60,scientist
1039,F,40,academic/educator
1040,M,30,lawyer
1041,M,47,artist
1042,M,40,customer service
1043,F,53,lawyer
1044,M,30,writer
1045,F,12,K-12 student
1046,M,60,tradesman/craftsman
1047,M,21,other
1048,M,40,doctor/health care
1049,M,47,sales/marketing
1050,M,30,academic/educator
1051,F,30,other
1052,F,40,artist
1053,M,40,other
1054,M,12,K-12 student
1055,M,40,other
1056,M,12,other
1057,M,47,technician/engineer
1058,M,30,academic/educator
1059,F,30,other
1060,M,21,K-12 student
1061,M,47,other
1062,M,53,unemployed
1063,M,40,executive/managerial
1064,M,30,executive/managerial
1065,F,30,other
1066,M,47,programmer
1067,M,40,programmer
1068,F,21,college/grad student
1069,M,30,writer
1070,F,47,artist
1071,M,53,self-employed
1072,F,40,executive/managerial
1073,F,30,doctor/health care
1074,M,47,technician/engineer
1075,F,30,doctor/health care
1076,F,30,clerical/admin
1077,M,30,clerical/admin
1078,F,47,homemaker
1079,M,30,executive/managerial
1080,M,60,executive/managerial
1081,M,21,college/grad student
1082,M,47,executive/managerial
1083,M,60,other
1084,M,12,unemployed
1085,M,30,executive/managerial
1086,M,21,college/grad student
1087,M,30,self-employed
1088,F,12,K-12 student
1089,M,40,doctor/health care
1090,M,30,executive/managerial
1091,M,21,customer service
1092,F,21,college/grad student
1093,M,53,sales/marketing
1094,F,21,other
1095,F,60,doctor/health care
1096,M,12,K-12 student
1097,M,21,technician/engineer
1098,M,40,executive/managerial
1099,M,30,technician/engineer
1100,M,30,other
1101,M,40,academic/educator
1102,M,21,academic/educator
1103,F,47,executive/managerial
1104,M,40,lawyer
1105,M,40,doctor/health care
1106,M,21,college/grad student
1107,F,53,academic/educator
1108,M,60,academic/educator
1109,M,21,K-12 student
1110,F,60,doctor/health care
1111,F,53,self-employed
1112,M,21,doctor/health care
1113,M,21,college/grad student
1114,F,21,homemaker
1115,F,30,academic/educator
1116,M,30,scientist
1117,M,21,sales/marketing
1118,M,53,retired
1119,M,40,academic/educator
1120,M,21,college/grad student
1121,M,60,executive/managerial
1122,M,60,sales/marketing
1123,M,53,other
1124,M,30,artist
1125,F,21,college/grad student
1126,M,60,self-employed
1127,M,30,other
1128,M,30,academic/educator
1129,M,40,technician/engineer
1130,M,21,executive/managerial
1131,M,60,retired
1132,M,21,programmer
1133,M,21,artist
1134,M,21,writer
1135,M,53,retired
1136,F,40,executive/managerial
1137,M,21,college/grad student
1138,M,21,programmer
1139,M,30,academic/educator
1140,F,47,artist
1141,F,30,clerical/admin
1142,M,21,academic/educator
1143,M,53,executive/managerial
1144,M,30,executive/managerial
1145,M,53,clerical/admin
1146,F,21,self-employed
1147,M,30,writer
1148,M,40,technician/engineer
1149,M,30,programmer
1150,F,30,writer
1151,M,30,scientist
1152,M,21,college/grad student
1153,M,21,K-12 student
1154,F,12,K-12 student
1155,M,30,programmer
1156,F,53,artist
1157,M,47,executive/managerial
1158,F,40,academic/educator
1159,M,21,other
1160,M,21,sales/marketing
1161,M,30,other
1162,F,40,other
1163,M,12,K-12 student
1164,F,30,unemployed
1165,M,30,programmer
1166,M,60,doctor/health care
1167,F,53,academic/educator
1168,F,30,other
1169,M,30,writer
1170,M,60,clerical/admin
1171,M,47,programmer
1172,F,30,other
1173,F,30,executive/managerial
1174,F,21,self-employed
1175,F,30,artist
1176,M,60,academic/educator
1177,F,30,technician/engineer
1178,M,60,other
1179,M,53,academic/educator
1180,F,53,writer
1181,M,40,executive/managerial
1182,M,12,K-12 student
1183,M,40,unemployed
1184,F,30,college/grad student
1185,F,40,academic/educator
1186,M,21,unemployed
1187,F,12,other
1188,M,47,executive/managerial
1189,M,30,other
1190,M,47,other
1191,F,40,other
1192,M,53,self-employed
1193,M,30,programmer
1194,F,30,academic/educator
1195,F,12,K-12 student
1196,F,21,sales/marketing
1197,M,40,academic/educator
1198,M,12,K-12 student
1199,M,53,retired
1200,M,12,other
1201,M,21,college/grad student
1202,M,40,programmer
1203,F,30,academic/educator
1204,M,30,executive/managerial
1205,F,60,other
1206,F,53,executive/managerial
1207,M,53,other
1208,M,30,other
1209,M,40,executive/managerial
1210,M,30,technician/engineer
1211,M,21,college/grad student
1212,F,53,academic/educator
1213,M,53,other
1214,M,60,retired
1215,M,40,technician/engineer
1216,M,30,artist
1217,M,30,programmer
1218,M,60,scientist
1219,M,30,executive/managerial
1220,M,12,K-12 student
1221,M,21,other
1222,M,40,other
1223,M,30,artist
1224,M,53,retired
1225,M,47,executive/managerial
1226,M,21,writer
1227,M,53,academic/educator
1228,M,30,academic/educator
1229,F,30,college/grad student
1230,M,30,lawyer
1231,M,30,programmer
1232,F,21,college/grad student
1233,F,47,writer
