movie_id,title,year,rtAllCriticsRating,rtAudienceRating,rtAllCriticsNumReviews,rtAudienceNumRatings,rtAllCriticsScore,rtAudienceScore,drama,comedy,crime,action,thriller,horror,fantasy,family,animation
11,"American President, The",1995,7.0,3.2,49,8320,89,71,0.9959234314073024,0.9938900203665988,0.5932686822589845,0.3242742433600988,0.4305220883534137,0.17695473251028807,0.3722527472527473,0.524812030075188,0.4622641509433962
12,Dracula: Dead and Loving It,1995,3.0,2.8,35,10078,8,52,0.2628500531726338,0.9938900203665988,0.2789503707929264,0.2433600988264361,0.19437751004016066,0.9794238683127572,0.9697802197802198,0.524812030075188,0.4622641509433962
13,Balto,1995,5.8,3.2,12,9195,50,66,0.9959234314073024,0.3775458248472505,0.5932686822589845,0.35948116121062385,0.4305220883534137,0.17695473251028807,0.2815934065934066,0.3503759398496241,0.9433962264150944
14,Nixon,1995,6.7,3.5,56,3256,75,72,0.9959234314073024,0.3775458248472505,0.5932686822589845,0.3242742433600988,0.4305220883534137,0.17695473251028807,0.2815934065934066,0.2706766917293233,0.14779874213836475
15,Cutthroat Island,1995,4.4,2.6,31,3350,45,42,0.2628500531726338,0.9938900203665988,0.2789503707929264,0.9864113650401484,0.2176706827309237,0.1728395061728395,0.3722527472527473,0.524812030075188,0.5597484276729561
16,Casino,1995,7.2,3.9,58,66463,81,91,0.9959234314073024,0.3775458248472505,0.9868796349115802,0.3242742433600988,0.4305220883534137,0.17695473251028807,0.2815934065934066,0.2706766917293233,0.14779874213836475
17,Sense and Sensibility,1995,7.9,3.8,49,32782,97,88,0.9959234314073024,0.3775458248472505,0.5932686822589845,0.3242742433600988,0.4305220883534137,0.17695473251028807,0.2815934065934066,0.2706766917293233,0.14779874213836475
18,Four Rooms,1995,3.5,3.5,42,14266,14,72,0.2628500531726338,0.9938900203665988,0.2789503707929264,0.2433600988264361,0.06827309236947791,0.1728395061728395,0.3722527472527473,0.524812030075188,0.4622641509433962
19,Ace Ventura: When Nature Calls,1995,4.1,3.2,25,87306,36,73,0.2628500531726338,0.9938900203665988,0.2789503707929264,0.35948116121062385,0.06827309236947791,0.1728395061728395,0.3722527472527473,0.524812030075188,0.5597484276729561
20,Money Train,1995,4.0,2.7,24,5263,16,38,0.2628500531726338,0.9938900203665988,0.9868796349115802,0.9864113650401484,0.3060240963855422,0.1728395061728395,0.3722527472527473,0.524812030075188,0.4622641509433962
21,Get Shorty,1995,7.7,3.2,49,10155,85,63,0.2628500531726338,0.9938900203665988,0.9868796349115802,0.30142063001853003,0.9839357429718876,0.24897119341563784,0.3722527472527473,0.524812030075188,0.4622641509433962
22,Copycat,1995,6.6,3.1,32,5628,75,58,0.09500177242112726,0.02214867617107943,0.21734169994295494,0.1673872760963558,0.9839357429718876,0.24897119341563784,0.04395604395604396,0.006015037593984964,0.007075471698113208
23,Assassins,1995,4.3,3.4,106,107023,25,58,0.18433179723502305,0.1244908350305499,0.9868796349115802,0.9864113650401484,0.9839357429718876,0.24897119341563784,0.16895604395604394,0.05864661654135338,0.14150943396226415
24,Powder,1995,5.2,3.1,19,6650,47,67,0.9959234314073024,0.3775458248472505,0.5932686822589845,0.3242742433600988,0.4305220883534137,0.19238683127572015,0.9697802197802198,0.2706766917293233,0.14779874213836475
25,Leaving Las Vegas,1995,7.7,3.6,45,12742,88,82,0.9959234314073024,0.3775458248472505,0.5932686822589845,0.3242742433600988,0.4305220883534137,0.17695473251028807,0.2815934065934066,0.2706766917293233,0.14779874213836475
26,Othello,1995,6.3,3.3,38,2018,68,66,0.9959234314073024,0.3775458248472505,0.5932686822589845,0.3242742433600988,0.4305220883534137,0.17695473251028807,0.2815934065934066,0.2706766917293233,0.14779874213836475
27,Now and Then,1995,4.7,3.5,16,17168,18,78,0.9959234314073024,0.9938900203665988,0.5932686822589845,0.3242742433600988,0.4305220883534137,0.17695473251028807,0.3722527472527473,0.524812030075188,0.4622641509433962
28,Persuasion,1995,7.7,3.9,23,7968,82,82,0.9959234314073024,0.3775458248472505,0.5932686822589845,0.3242742433600988,0.4305220883534137,0.17695473251028807,0.2815934065934066,0.2706766917293233,0.14779874213836475
29,"City of Lost Children, The",1995,7.0,4.0,33,22420,81,89,0.036334633108826654,0.0689918533604888,0.011979463776383342,0.13094502779493514,0.07068273092369477,0.2222222222222222,0.9697802197802198,0.20150375939849624,0.09748427672955977
30,Shanghai Triad (Yao a yao yao dao waipo qiao),1995,6.8,3.6,21,1061,85,70,0.9959234314073024,0.3775458248472505,0.9868796349115802,0.3242742433600988,0.4305220883534137,0.17695473251028807,0.2815934065934066,0.2706766917293233,0.14779874213836475
31,Dangerous Minds,1995,4.7,3.1,37,12136,29,66,0.9959234314073024,0.3775458248472505,0.5932686822589845,0.3242742433600988,0.4305220883534137,0.17695473251028807,0.2815934065934066,0.2706766917293233,0.14779874213836475
32,Twelve Monkeys,1995,0.0,0.0,0,0,0,0,0.09500177242112726,0.034877800407331974,0.21734169994295494,0.1673872760963558,0.9839357429718876,0.24897119341563784,0.04395604395604396,0.0406015037593985,0.031446540880503145
33,Wings of Courage,1995,0.0,0.0,4,0,50,0,0.2646224742998937,0.280040733197556,0.07016543069024529,0.35948116121062385,0.06746987951807229,0.03909465020576132,0.2129120879120879,0.3503759398496241,0.5597484276729561
34,Babe,1995,8.2,3.0,54,22954,98,54,0.9959234314073024,0.9938900203665988,0.5932686822589845,0.3242742433600988,0.4305220883534137,0.17695473251028807,0.3722527472527473,0.9699248120300752,0.4622641509433962
35,Carrington,1995,6.2,3.5,19,781,47,68,0.9959234314073024,0.3775458248472505,0.5932686822589845,0.3242742433600988,0.4305220883534137,0.17695473251028807,0.2815934065934066,0.2706766917293233,0.14779874213836475
36,Dead Man Walking,1995,8.2,3.6,53,15450,94,81,0.9959234314073024,0.3775458248472505,0.9868796349115802,0.3242742433600988,0.4305220883534137,0.17695473251028807,0.2815934065934066,0.2706766917293233,0.14779874213836475
37,Across the Sea of Time,1995,0.0,2.9,4,237,50,27,0.9959234314073024,0.3775458248472505,0.5932686822589845,0.35948116121062385,0.4305220883534137,0.17695473251028807,0.2815934065934066,0.9699248120300752,0.5597484276729561
38,It Takes Two,1995,3.9,2.9,24,16311,8,63,0.2646224742998937,0.9938900203665988,0.2789503707929264,0.2433600988264361,0.06827309236947791,0.1728395061728395,0.3722527472527473,0.9699248120300752,0.4622641509433962
39,Clueless,1995,0.0,0.0,0,0,0,0,0.2646224742998937,0.9938900203665988,0.2789503707929264,0.2433600988264361,0.06827309236947791,0.1728395061728395,0.3722527472527473,0.524812030075188,0.4622641509433962
40,"Cry, the Beloved Country",1995,7.2,3.5,13,520,76,66,0.9959234314073024,0.3775458248472505,0.5932686822589845,0.3242742433600988,0.9839357429718876,0.24897119341563784,0.2815934065934066,0.2706766917293233,0.14779874213836475
41,Richard III,1995,8.1,3.7,43,1552,95,82,0.9959234314073024,0.3775458248472505,0.5932686822589845,0.3242742433600988,0.4305220883534137,0.17695473251028807,0.2815934065934066,0.2706766917293233,0.14779874213836475
42,Dead Presidents,1995,5.7,3.3,31,4475,45,75,0.9959234314073024,0.3775458248472505,0.9868796349115802,0.9864113650401484,0.4305220883534137,0.17695473251028807,0.2815934065934066,0.2706766917293233,0.14779874213836475
43,Restoration,1995,6.3,3.3,31,1103,67,56,0.9959234314073024,0.3775458248472505,0.5932686822589845,0.3242742433600988,0.4305220883534137,0.17695473251028807,0.2815934065934066,0.2706766917293233,0.14779874213836475
44,Mortal Kombat,1995,4.4,2.8,26,18291,34,55,0.09305210918114144,0.11125254582484724,0.2783799201369081,0.9864113650401484,0.2176706827309237,0.1800411522633745,0.9697802197802198,0.3503759398496241,0.5597484276729561
45,To Die For,1995,6.8,3.9,197,1145097,81,86,0.09500177242112726,0.11125254582484724,0.2783799201369081,0.9864113650401484,0.9839357429718876,0.24897119341563784,0.2129120879120879,0.3503759398496241,0.5597484276729561
46,How to Make an American Quilt,1995,5.6,3.2,22,2626,50,58,0.9959234314073024,0.9938900203665988,0.5932686822589845,0.3242742433600988,0.4305220883534137,0.17695473251028807,0.3722527472527473,0.524812030075188,0.4622641509433962
47,Seven (Se7en),1995,9.2,4.5,49,29509,100,97,0.9959234314073024,0.3775458248472505,0.5932686822589845,0.9864113650401484,0.4305220883534137,0.17695473251028807,0.2815934065934066,0.3503759398496241,0.5597484276729561
48,Pocahontas,1995,6.0,3.2,49,37858,55,63,0.9959234314073024,0.3775458248472505,0.5932686822589845,0.35948116121062385,0.4305220883534137,0.17695473251028807,0.2815934065934066,0.3503759398496241,0.9433962264150944
49,When Night Is Falling,1995,5.7,3.9,16,1132,50,83,0.9959234314073024,0.3775458248472505,0.5932686822589845,0.3242742433600988,0.4305220883534137,0.17695473251028807,0.2815934065934066,0.2706766917293233,0.14779874213836475
50,"Usual Suspects, The",1995,7.5,4.2,47,109588,87,95,0.9959234314073024,0.3775458248472505,0.9868796349115802,0.3242742433600988,0.4305220883534137,0.19238683127572015,0.2815934065934066,0.2706766917293233,0.14779874213836475
52,Mighty Aphrodite,1995,6.7,3.3,33,4866,75,69,0.2646224742998937,0.9938900203665988,0.2789503707929264,0.2433600988264361,0.06827309236947791,0.1800411522633745,0.9697802197802198,0.524812030075188,0.4622641509433962
53,Lamerica,1994,8.0,3.9,10,239,90,82,0.9959234314073024,0.3775458248472505,0.5932686822589845,0.3242742433600988,0.4305220883534137,0.17695473251028807,0.2815934065934066,0.2706766917293233,0.14779874213836475
54,"Big Green, The",1995,2.8,2.7,5,2596,0,47,0.2628500531726338,0.9938900203665988,0.2789503707929264,0.2433600988264361,0.06827309236947791,0.1728395061728395,0.3722527472527473,0.9699248120300752,0.4622641509433962
55,Georgia,1995,3.8,3.0,116,64056,17,55,0.9959234314073024,0.9938900203665988,0.5932686822589845,0.3242742433600988,0.4305220883534137,0.17695473251028807,0.3722527472527473,0.524812030075188,0.4622641509433962
56,Kids of the Round Table,1995,0.0,0.0,0,0,0,0,0.2628500531726338,0.9938900203665988,0.2789503707929264,0.35948116121062385,0.06827309236947791,0.1728395061728395,0.3722527472527473,0.9699248120300752,0.5597484276729561
57,Home for the Holidays,1995,6.0,3.4,44,3045,63,69,0.9959234314073024,0.9938900203665988,0.5932686822589845,0.3242742433600988,0.4305220883534137,0.17695473251028807,0.3722527472527473,0.524812030075188,0.4622641509433962
58,"Postino, Il (The Postman)",1994,7.9,4.1,25,5794,92,92,0.9959234314073024,0.9938900203665988,0.5932686822589845,0.3242742433600988,0.4305220883534137,0.17695473251028807,0.3722527472527473,0.524812030075188,0.4622641509433962
59,"Confessional, The (Le Confessionnal)",1995,0.0,0.0,1,0,100,0,0.9959234314073024,0.3775458248472505,0.5932686822589845,0.3242742433600988,0.9839357429718876,0.24897119341563784,0.2815934065934066,0.2706766917293233,0.14779874213836475
60,"Indian in the Cupboard, The",1995,6.2,2.7,19,5127,68,41,0.9959234314073024,0.3775458248472505,0.5932686822589845,0.3242742433600988,0.4305220883534137,0.1800411522633745,0.9697802197802198,0.9699248120300752,0.3207547169811321
61,Eye for an Eye,1996,0.0,0.0,0,0,0,0,0.9959234314073024,0.3775458248472505,0.9868796349115802,0.3242742433600988,0.9839357429718876,0.24897119341563784,0.2815934065934066,0.2706766917293233,0.14779874213836475
62,Mr. Holland's Opus,1995,6.7,3.5,26,9569,73,79,0.9959234314073024,0.3775458248472505,0.5932686822589845,0.3242742433600988,0.4305220883534137,0.17695473251028807,0.2815934065934066,0.2706766917293233,0.14779874213836475
63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,1996,4.5,0.0,24,0,29,0,0.2628500531726338,0.9938900203665988,0.9868796349115802,0.30142063001853003,0.3060240963855422,0.1728395061728395,0.3722527472527473,0.524812030075188,0.4622641509433962
64,Two if by Sea,1996,3.9,2.6,27,1608,11,29,0.2646224742998937,0.9938900203665988,0.9868796349115802,0.30142063001853003,0.3060240963855422,0.1728395061728395,0.3722527472527473,0.524812030075188,0.4622641509433962
65,Bio-Dome,1996,1.9,2.6,21,8972,4,51,0.2628500531726338,0.9938900203665988,0.2789503707929264,0.2433600988264361,0.06827309236947791,0.1728395061728395,0.3722527472527473,0.524812030075188,0.4622641509433962
66,Lawnmower Man 2: Beyond Cyberspace,1996,2.8,2.1,9,952,11,18,0.09500177242112726,0.10030549898167006,0.2783799201369081,0.9864113650401484,0.9839357429718876,0.24897119341563784,0.16895604395604394,0.05864661654135338,0.14150943396226415
67,Two Bits,1995,5.0,3.3,10,685,40,54,0.9959234314073024,0.3775458248472505,0.5932686822589845,0.3242742433600988,0.4305220883534137,0.17695473251028807,0.2815934065934066,0.2706766917293233,0.14779874213836475
68,French Twist (Gazon maudit),1995,6.1,3.4,10,597,50,58,0.2628500531726338,0.9938900203665988,0.2789503707929264,0.2433600988264361,0.06827309236947791,0.1728395061728395,0.3722527472527473,0.524812030075188,0.4622641509433962
69,Friday,1995,0.0,0.0,0,0,0,0,0.9959234314073024,0.9938900203665988,0.5932686822589845,0.3242742433600988,0.4305220883534137,0.17695473251028807,0.3722527472527473,0.524812030075188,0.4622641509433962
70,From Dusk Till Dawn,1996,6.0,3.4,43,36073,62,75,0.18433179723502305,0.1244908350305499,0.9868796349115802,0.30142063001853003,0.3060240963855422,0.9794238683127572,0.9697802197802198,0.20150375939849624,0.09748427672955977
71,Fair Game,1995,2.4,2.1,24,1761,12,16,0.2646224742998937,0.280040733197556,0.9868796349115802,0.9864113650401484,0.3060240963855422,0.09053497942386833,0.16895604395604394,0.05864661654135338,0.14150943396226415
72,Kicking and Screaming,1995,5.1,3.0,137,14260,41,51,0.2646224742998937,0.9938900203665988,0.2789503707929264,0.2433600988264361,0.06827309236947791,0.1728395061728395,0.3722527472527473,0.9699248120300752,0.4622641509433962
73,"Mis�rables, Les",1995,6.9,3.6,41,7310,75,81,0.9959234314073024,0.3775458248472505,0.9868796349115802,0.3242742433600988,0.4305220883534137,0.17695473251028807,0.2815934065934066,0.2706766917293233,0.14779874213836475
74,Bed of Roses,1996,5.3,3.2,14,3163,21,66,0.9959234314073024,0.3775458248472505,0.5932686822589845,0.3242742433600988,0.4305220883534137,0.17695473251028807,0.2815934065934066,0.2706766917293233,0.14779874213836475
75,Big Bully,1996,2.8,2.4,7,1459,0,23,0.2628500531726338,0.9938900203665988,0.2789503707929264,0.2433600988264361,0.9839357429718876,0.24897119341563784,0.3722527472527473,0.524812030075188,0.4622641509433962
76,Screamers,1995,4.7,3.0,30,2070,30,45,0.09500177242112726,0.034877800407331974,0.21734169994295494,0.1673872760963558,0.9839357429718876,0.24897119341563784,0.042582417582417584,0.0406015037593985,0.031446540880503145
77,Nico Icon,1995,7.1,4.0,13,87,84,85,0.07621410847217297,0.03665987780040733,0.03822019395322305,0.014823965410747375,0.002409638554216868,0.00720164609053498,0.009615384615384616,0.019548872180451128,0.0220125786163522
78,"Crossing Guard, The",1995,6.5,3.3,27,2170,74,56,0.9959234314073024,0.3775458248472505,0.5932686822589845,0.3242742433600988,0.4305220883534137,0.17695473251028807,0.2815934065934066,0.2706766917293233,0.14779874213836475
79,"Juror, The",1996,4.4,2.8,19,2266,15,39,0.9959234314073024,0.3775458248472505,0.5932686822589845,0.3242742433600988,0.9839357429718876,0.24897119341563784,0.2815934065934066,0.2706766917293233,0.14779874213836475
80,"White Balloon, The (Badkonake Sefid )",1995,6.8,4.0,20,547,80,86,0.9959234314073024,0.3775458248472505,0.5932686822589845,0.3242742433600988,0.4305220883534137,0.17695473251028807,0.2815934065934066,0.9699248120300752,0.3207547169811321
81,Things to Do in Denver when You're Dead,1995,4.9,3.5,27,3197,33,72,0.9959234314073024,0.3775458248472505,0.9868796349115802,0.3242742433600988,0.4305220883534137,0.17695473251028807,0.2815934065934066,0.2706766917293233,0.14779874213836475
82,Antonia's Line (Antonia),1995,6.5,4.2,25,1707,64,90,0.9959234314073024,0.9938900203665988,0.5932686822589845,0.3242742433600988,0.4305220883534137,0.17695473251028807,0.3722527472527473,0.524812030075188,0.4622641509433962
83,Once Upon a Time... When We Were Colored,1995,7.3,3.7,14,414,71,76,0.9959234314073024,0.3775458248472505,0.5932686822589845,0.3242742433600988,0.4305220883534137,0.17695473251028807,0.2815934065934066,0.2706766917293233,0.14779874213836475
84,Last Summer in the Hamptons,1995,5.6,3.3,15,89,60,47,0.9959234314073024,0.9938900203665988,0.5932686822589845,0.3242742433600988,0.4305220883534137,0.17695473251028807,0.3722527472527473,0.524812030075188,0.4622641509433962
85,Angels and Insects,1995,6.5,3.3,20,635,70,62,0.9959234314073024,0.3775458248472505,0.5932686822589845,0.3242742433600988,0.4305220883534137,0.17695473251028807,0.2815934065934066,0.2706766917293233,0.14779874213836475
86,White Squall,1996,5.8,3.2,30,3184,63,62,0.9959234314073024,0.3775458248472505,0.5932686822589845,0.35948116121062385,0.4305220883534137,0.17695473251028807,0.2815934065934066,0.3503759398496241,0.5597484276729561
87,Dunston Checks In,1996,3.8,2.5,15,2935,6,39,0.2628500531726338,0.9938900203665988,0.2789503707929264,0.35948116121062385,0.06827309236947791,0.1728395061728395,0.3722527472527473,0.9699248120300752,0.5597484276729561
88,Black Sheep,1996,6.4,3.2,87,19454,70,54,0.2628500531726338,0.9938900203665988,0.2789503707929264,0.2433600988264361,0.19437751004016066,0.9794238683127572,0.3722527472527473,0.524812030075188,0.4622641509433962
89,Nick of Time,1995,4.6,3.1,28,10563,28,54,0.9959234314073024,0.3775458248472505,0.9868796349115802,0.9864113650401484,0.4305220883534137,0.17695473251028807,0.2815934065934066,0.2706766917293233,0.14779874213836475
90,"Journey of August King, The",1995,6.2,3.1,7,286,57,54,0.9959234314073024,0.3775458248472505,0.5932686822589845,0.3242742433600988,0.4305220883534137,0.17695473251028807,0.2815934065934066,0.2706766917293233,0.14779874213836475
92,Mary Reilly,1996,4.4,2.8,41,3733,26,41,0.9959234314073024,0.3775458248472505,0.5932686822589845,0.3242742433600988,0.4305220883534137,0.9794238683127572,0.2815934065934066,0.2706766917293233,0.14779874213836475
93,Vampire in Brooklyn,1995,3.6,2.4,28,6122,10,37,0.2628500531726338,0.9938900203665988,0.2789503707929264,0.2433600988264361,0.19437751004016066,0.9794238683127572,0.9697802197802198,0.524812030075188,0.4622641509433962
94,Beautiful Girls,1996,7.0,3.6,46,4674,78,79,0.9959234314073024,0.9938900203665988,0.5932686822589845,0.3242742433600988,0.4305220883534137,0.17695473251028807,0.3722527472527473,0.524812030075188,0.4622641509433962
95,Broken Arrow,1996,5.8,2.9,29,12489,55,51,0.18433179723502305,0.1244908350305499,0.9868796349115802,0.9864113650401484,0.9839357429718876,0.24897119341563784,0.16895604395604394,0.05864661654135338,0.14150943396226415
96,In the Bleak Midwinter,1995,7.3,4.1,19,309,89,88,0.2628500531726338,0.9938900203665988,0.2789503707929264,0.2433600988264361,0.06827309236947791,0.1728395061728395,0.3722527472527473,0.524812030075188,0.4622641509433962
97,"Hate (Haine, La)",1995,8.0,4.3,14,11987,100,95,0.9959234314073024,0.3775458248472505,0.9868796349115802,0.3242742433600988,0.4305220883534137,0.17695473251028807,0.2815934065934066,0.2706766917293233,0.14779874213836475
98,Shopping,1994,5.0,2.8,29,691,41,37,0.9959234314073024,0.3775458248472505,0.5932686822589845,0.3242742433600988,0.4305220883534137,0.17695473251028807,0.2815934065934066,0.2706766917293233,0.14779874213836475
99,Heidi Fleiss: Hollywood Madam,1995,7.5,3.0,7,281,71,46,0.07621410847217297,0.0134928716904277,0.03822019395322305,0.014823965410747375,0.0008032128514056224,0.00720164609053498,0.004120879120879121,0.015037593984962403,0.009433962264150943
100,City Hall,1996,6.1,3.0,22,2730,54,42,0.9959234314073024,0.3775458248472505,0.5932686822589845,0.3242742433600988,0.9839357429718876,0.24897119341563784,0.2815934065934066,0.2706766917293233,0.14779874213836475
101,Bottle Rocket,1996,6.6,3.7,42,16217,78,80,0.9959234314073024,0.9938900203665988,0.9868796349115802,0.3242742433600988,0.4305220883534137,0.17695473251028807,0.3722527472527473,0.524812030075188,0.4622641509433962
102,Mr. Wrong,1996,3.1,2.4,28,1544,3,29,0.2628500531726338,0.9938900203665988,0.2789503707929264,0.2433600988264361,0.06827309236947791,0.1728395061728395,0.3722527472527473,0.524812030075188,0.4622641509433962
103,Unforgettable,1996,4.4,3.0,26,358,23,36,0.9959234314073024,0.3775458248472505,0.5932686822589845,0.3242742433600988,0.4305220883534137,0.2222222222222222,0.2815934065934066,0.2706766917293233,0.14779874213836475
104,Happy Gilmore,1996,5.5,3.7,50,114875,58,83,0.2628500531726338,0.9938900203665988,0.2789503707929264,0.2433600988264361,0.06827309236947791,0.1728395061728395,0.3722527472527473,0.524812030075188,0.4622641509433962
105,"Bridges of Madison County, The",1995,7.2,3.6,40,11573,90,83,0.9959234314073024,0.3775458248472505,0.5932686822589845,0.3242742433600988,0.4305220883534137,0.17695473251028807,0.2815934065934066,0.2706766917293233,0.14779874213836475
106,Nobody Loves Me (Keiner liebt mich),1994,6.0,4.2,6,161,66,89,0.9959234314073024,0.9938900203665988,0.5932686822589845,0.3242742433600988,0.4305220883534137,0.17695473251028807,0.3722527472527473,0.524812030075188,0.4622641509433962
107,Muppet Treasure Island,1996,6.1,3.2,22,8588,68,68,0.2628500531726338,0.9938900203665988,0.2789503707929264,0.9864113650401484,0.2176706827309237,0.1728395061728395,0.3722527472527473,0.524812030075188,0.5597484276729561
110,Braveheart,1995,7.0,3.8,48,204275,77,83,0.9959234314073024,0.3775458248472505,0.5932686822589845,0.3242742433600988,0.4305220883534137,0.17695473251028807,0.2815934065934066,0.2706766917293233,0.14779874213836475
111,Taxi Driver,1976,8.7,4.1,50,58145,98,93,0.9959234314073024,0.3775458248472505,0.9868796349115802,0.3242742433600988,0.4305220883534137,0.17695473251028807,0.2815934065934066,0.2706766917293233,0.14779874213836475
112,Rumble in the Bronx,1995,6.4,3.1,52,7517,78,62,0.2628500531726338,0.9938900203665988,0.2789503707929264,0.9864113650401484,0.2176706827309237,0.1728395061728395,0.3722527472527473,0.524812030075188,0.4622641509433962
113,Before and After,1996,4.8,3.0,19,1276,31,39,0.9959234314073024,0.3775458248472505,0.9868796349115802,0.3242742433600988,0.4305220883534137,0.19238683127572015,0.2815934065934066,0.2706766917293233,0.14779874213836475
114,Margaret's Museum,1995,6.9,3.7,6,500,66,76,0.9959234314073024,0.3775458248472505,0.5932686822589845,0.3242742433600988,0.4305220883534137,0.17695473251028807,0.2815934065934066,0.2706766917293233,0.14779874213836475
115,Happiness Is in the Field,1995,0.0,0.0,0,0,0,0,0.2628500531726338,0.9938900203665988,0.2789503707929264,0.2433600988264361,0.06827309236947791,0.1728395061728395,0.3722527472527473,0.524812030075188,0.4622641509433962
116,Anne Frank Remembered,1995,7.8,3.7,27,1076,96,79,0.07621410847217297,0.0134928716904277,0.03822019395322305,0.024088943792464484,0.013654618473895585,0.00720164609053498,0.004120879120879121,0.015037593984962403,0.009433962264150943
117,"Young Poisoner's Handbook, The",1995,7.1,3.7,13,541,84,79,0.9959234314073024,0.3775458248472505,0.9868796349115802,0.3242742433600988,0.4305220883534137,0.17695473251028807,0.2815934065934066,0.2706766917293233,0.14779874213836475
118,If Lucy Fell,1996,4.0,3.1,26,1202,19,49,0.2646224742998937,0.9938900203665988,0.2789503707929264,0.2433600988264361,0.06827309236947791,0.1728395061728395,0.3722527472527473,0.524812030075188,0.4622641509433962
119,"Steal Big, Steal Little",1995,4.5,2.9,13,555,15,36,0.2628500531726338,0.9938900203665988,0.2789503707929264,0.2433600988264361,0.06827309236947791,0.1728395061728395,0.3722527472527473,0.524812030075188,0.4622641509433962
120,Race the Sun,1996,4.8,2.9,9,822,22,40,0.9959234314073024,0.9938900203665988,0.5932686822589845,0.35948116121062385,0.4305220883534137,0.17695473251028807,0.3722527472527473,0.524812030075188,0.5597484276729561
121,"Boys of St. Vincent, The",1993,8.2,3.5,6,401,100,77,0.9959234314073024,0.3775458248472505,0.5932686822589845,0.3242742433600988,0.4305220883534137,0.17695473251028807,0.2815934065934066,0.2706766917293233,0.14779874213836475
122,Boomerang,1992,4.8,2.8,27,4751,37,55,0.9959234314073024,0.9938900203665988,0.5932686822589845,0.3242742433600988,0.4305220883534137,0.17695473251028807,0.3722527472527473,0.524812030075188,0.4622641509433962
123,Chungking Express,1994,7.7,4.2,27,11068,96,93,0.9959234314073024,0.9938900203665988,0.5932686822589845,0.3242742433600988,0.4305220883534137,0.17695473251028807,0.3722527472527473,0.524812030075188,0.4622641509433962
124,"Star Maker, The (Uomo delle stelle, L')",1995,6.5,3.7,12,543,75,73,0.9959234314073024,0.3775458248472505,0.5932686822589845,0.3242742433600988,0.4305220883534137,0.17695473251028807,0.2815934065934066,0.2706766917293233,0.14779874213836475
125,Flirting With Disaster,1996,7.4,3.3,42,2127,85,65,0.2628500531726338,0.9938900203665988,0.2789503707929264,0.2433600988264361,0.06827309236947791,0.1728395061728395,0.3722527472527473,0.524812030075188,0.4622641509433962
126,"NeverEnding Story III, The",1994,0.0,0.0,3,0,33,0,0.2628500531726338,0.9938900203665988,0.2789503707929264,0.35948116121062385,0.06827309236947791,0.1728395061728395,0.3722527472527473,0.9699248120300752,0.5597484276729561
128,Jupiter's Wife,1994,0.0,0.0,4,0,75,0,0.07621410847217297,0.02214867617107943,0.13690815744438106,0.0253242742433601,0.1863453815261044,0.19238683127572015,0.04395604395604396,0.015037593984962403,0.009433962264150943
